pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,also_in_entry
num_2936,Volume 2,376,,2001,Purposes,2001-2025,,,,,<a href='/digital-beehive/index4/index_3237/'>purpose</a>,#item-2cce58326,,Entry: 2001|Topic: Purposes|Index: purpose|#item-2cce58326,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/848,242,2835,338/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1679491719184,237610242,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/848,242,600,180/250,/0/default.jpg",2001. Purposes,<a href='/digital-beehive/toc/toc2_366/'>Full Page</a>,,
num_2937,Volume 2,376,,2002,Lasting,2001-2025,,,,,<a href='/digital-beehive/index1/index_1170/'>durable</a>|<a href='/digital-beehive/index3/index_2212/'>lasting</a>,#item-9cef2db41,,Entry: 2002|Topic: Lasting|Index: durable|Index: lasting|#item-9cef2db41,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/860,596,2757,278/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1679491799518,237610596,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/860,596,600,180/250,/0/default.jpg",2002. Lasting,<a href='/digital-beehive/toc/toc2_366/'>Full Page</a>,,
num_2938,Volume 2,376,,2003,God hides himself,2001-2025,,,,,<a href='/digital-beehive/index2/index_1646/'>God hiding himself</a>,#item-3effe6c2b,,Entry: 2003|Topic: God hides himself|Index: God hiding himself|#item-3effe6c2b,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/865,1014,2803,226/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1679491860966,237611014,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/865,1014,600,180/250,/0/default.jpg",2003. God hides himself,<a href='/digital-beehive/toc/toc2_366/'>Full Page</a>,,
num_2939,Volume 2,376,,2004,Waldenses,2001-2025,,,,,[NOT_IN_INDEX],#item-a410cc1a0,,Entry: 2004|Topic: Waldenses|Index: [NOT_IN_INDEX]|#item-a410cc1a0,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/887,1379,2788,265/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1679492225335,237611379,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/887,1379,600,180/250,/0/default.jpg",2004. Waldenses,<a href='/digital-beehive/toc/toc2_366/'>Full Page</a>,,
num_2940,Volume 2,376,,2005,Corban,2001-2025,,,,,<a href='/digital-beehive/index1/index_0847/'>Corban</a>,#item-c759f321d,,Entry: 2005|Topic: Corban|Index: Corban|#item-c759f321d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/912,1709,2656,233/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1679492382374,237611709,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/912,1709,600,180/250,/0/default.jpg",2005. Corban,<a href='/digital-beehive/toc/toc2_366/'>Full Page</a>,,
num_2941,Volume 2,376,,2006,Devils,2001-2025,,,<a href='/digital-beehive/num10/num_3202/'>2253 [Devil]</a>,,<a href='/digital-beehive/index1/index_1033/'>devil</a>,#item-24a9971bb,,Entry: 2006|Topic: Devils|Xref: 2253 [Devil]|Index: devil|#item-24a9971bb,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/859,2056,2797,706/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1679492487081,237612056,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/859,2056,600,180/250,/0/default.jpg",2006. Devils,<a href='/digital-beehive/toc/toc2_366/'>Full Page</a>,,
num_2942,Volume 2,376,,2007,Alamode,2001-2025,,,,,<a href='/digital-beehive/index1/index_0085/'>alamode</a>,#item-e838ffaa8,,Entry: 2007|Topic: Alamode|Index: alamode|#item-e838ffaa8,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/883,2654,2782,501/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1679492687964,237612654,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/883,2654,600,180/250,/0/default.jpg",2007. Alamode,<a href='/digital-beehive/toc/toc2_366/'>Full Page</a>,,
num_2943,Volume 2,376,,2008,Virgins,2001-2025,,,,,<a href='/digital-beehive/index5/index_4341/'>virginity</a>,#item-cff0bd611,,Entry: 2008|Topic: Virgins|Index: virginity|#item-cff0bd611,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/893,3212,2772,349/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1679492729817,237613212,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/893,3212,600,180/250,/0/default.jpg",2008. Virgins,<a href='/digital-beehive/toc/toc2_366/'>Full Page</a>,,
num_2944,Volume 2,376,,2009,Hatred,2001-2025,,,,,<a href='/digital-beehive/index2/index_1767/'>hatred</a>,#item-c69d66183,,Entry: 2009|Topic: Hatred|Index: hatred|#item-c69d66183,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/911,3838,2758,395/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1679492796193,237613838,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/911,3838,600,180/250,/0/default.jpg",2009. Hatred,<a href='/digital-beehive/toc/toc2_366/'>Full Page</a>,,
num_2945,Volume 2,376,,2010,Vices,2001-2025,,,,,<a href='/digital-beehive/index5/index_4323/'>vice</a>,#item-53872536c,,Entry: 2010|Topic: Vices|Index: vice|#item-53872536c,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/904,4409,2685,350/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1679492832196,237614409,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0843/904,4409,600,180/250,/0/default.jpg",2010. Vices,<a href='/digital-beehive/toc/toc2_366/'>Full Page</a>,,
