pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,also_in_entry
num_1334,Volume 2,196,,1001,Politick,1001-1025,<a href='/digital-beehive/toc/toc2_187/'>p.375 [Image 2.197]</a>|<a href='/digital-beehive/toc/toc2_189/'>p.377 [Image 2.199]</a>|<a href='/digital-beehive/toc/toc2_190/'>p.378 [Image 2.200]</a>,,<a href='/digital-beehive/num7/num_2673/'>1744 [Politick]</a>,,<a href='/digital-beehive/index4/index_3065/'>politick</a>,#item-5f19634bd,,Entry: 1001|Topic: Politick|Xref: 1744 [Politick]|Page: p.375 [Image 2.197]|Page: p.377 [Image 2.199]|Page: p.378 [Image 2.200]|Index: politick|#item-5f19634bd,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/861,1028,2820,513/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1587050059995,219611028,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/861,1028,600,180/250,/0/default.jpg",1001. Politick,<a href='/digital-beehive/toc/toc2_186/'>Full Page</a>,,<a href='/digital-beehive/num5/num_1335/'>Self Condemned</a>
num_1335,Volume 2,196,,1001,Self Condemned,1001-1025,,,<a href='/digital-beehive/alpha1/alpha_0172/'>Conscience</a>|<a href='/digital-beehive/alpha2/alpha_0418/'>Heresy</a>,,<a href='/digital-beehive/index4/index_3607/'>Self condemned</a>,#item-86654a132,,Entry: 1001|Topic: Self Condemned|Xref: Conscience|Xref: Heresy|Index: Self condemned|#item-86654a132,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/923,1435,2749,325/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1587050260114,219611435,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/923,1435,600,180/250,/0/default.jpg",1001. Self Condemned,<a href='/digital-beehive/toc/toc2_186/'>Full Page</a>,"The point of reference for ""heretick"" is not entirely clear. We have linked to the alphabetical entry for ""Heresy.""",<a href='/digital-beehive/num5/num_1334/'>Politick</a>
num_1336,Volume 2,196,,1002,Adultery,1001-1025,,,<a href='/digital-beehive/num6/num_2024/'>1406 [break Wedlock]</a>,,<a href='/digital-beehive/index1/index_0052/'>adultery</a>,#item-c9b9ebf80,,Entry: 1002|Topic: Adultery|Xref: 1406 [break Wedlock]|Index: adultery|#item-c9b9ebf80,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/887,1871,2768,469/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1587050474737,219611871,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/887,1871,600,180/250,/0/default.jpg",1002. Adultery,<a href='/digital-beehive/toc/toc2_186/'>Full Page</a>,,<a href='/digital-beehive/num5/num_1337/'>Flies</a>
num_1337,Volume 2,196,,1002,Flies,1001-1025,,,,,<a href='/digital-beehive/index2/index_1480/'>flie</a>|<a href='/digital-beehive/index1/index_0334/'>beetles</a>,#item-4d9ca3050,,Entry: 1002|Topic: Flies|Index: flie|Index: beetles|#item-4d9ca3050,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/892,2256,2792,471/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1587050513864,219612256,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/892,2256,600,180/250,/0/default.jpg",1002. Flies,<a href='/digital-beehive/toc/toc2_186/'>Full Page</a>,,<a href='/digital-beehive/num5/num_1336/'>Adultery</a>
num_1338,Volume 2,196,,1003,Want of Love,1001-1025,,,<a href='/digital-beehive/alpha5/alpha_1076/'>Zeal</a>|<a href='/digital-beehive/num1/num_0100/'>97 [Uncharitable]</a>|<a href='/digital-beehive/num10/num_3445/'>4462 [Loveless]</a>,,<a href='/digital-beehive/index3/index_2351/'>loveless</a>|<a href='/digital-beehive/index5/index_4470/'>want of love</a>,#item-69fab247b,,Entry: 1003|Topic: Want of Love|Xref: Zeal|Xref: 97 [Uncharitable]|Xref: 4462 [Loveless]|Index: loveless|Index: want of love|#item-69fab247b,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/851,2682,2879,501/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1587050678906,219612682,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/851,2682,600,180/250,/0/default.jpg",1003. Want of Love,<a href='/digital-beehive/toc/toc2_186/'>Full Page</a>,,<a href='/digital-beehive/num5/num_1339/'>Arminians</a>
num_1339,Volume 2,196,,1003,Arminians,1001-1025,,,,,<a href='/digital-beehive/index1/index_0206/'>arminians</a>,#item-8b02b0027,,Entry: 1003|Topic: Arminians|Index: arminians|#item-8b02b0027,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/940,3068,2717,245/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1587050718988,219613068,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/940,3068,600,180/250,/0/default.jpg",1003. Arminians,<a href='/digital-beehive/toc/toc2_186/'>Full Page</a>,,<a href='/digital-beehive/num5/num_1338/'>Want of Love</a>
num_1340,Volume 2,196,,1004,Christs outward Satisfaction,1001-1025,,,,,<a href='/digital-beehive/index3/index_2491/'>merit of Christ</a>,#item-bab9f5678,,Entry: 1004|Topic: Christs outward Satisfaction|Index: merit of Christ|#item-bab9f5678,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/902,3473,2788,291/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1587050790380,219613473,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/902,3473,600,180/250,/0/default.jpg",1004. Christs outward Satisfaction,<a href='/digital-beehive/toc/toc2_186/'>Full Page</a>,,
num_1341,Volume 2,196,,1005,Self will,1001-1025,,,,,<a href='/digital-beehive/index4/index_3629/'>Self will</a>,#item-e5d587a66,,Entry: 1005|Topic: Self will|Index: Self will|#item-e5d587a66,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/936,4054,2768,654/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1587050847179,219614054,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0663/936,4054,600,180/250,/0/default.jpg",1005. Self will,<a href='/digital-beehive/toc/toc2_186/'>Full Page</a>,,
num_1342,Volume 2,205,,1006,Learn,1001-1025,,,<a href='/digital-beehive/num1/num_0067/'>66 [Unlearned]</a>,,<a href='/digital-beehive/index3/index_2239/'>learning of beasts</a>,#item-26ebc3b67,,Entry: 1006|Topic: Learn|Xref: 66 [Unlearned]|Index: learning of beasts|#item-26ebc3b67,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0672/364,268,2796,453/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0672/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1587051458278,220510268,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0672/364,268,600,180/250,/0/default.jpg",1006. Learn,<a href='/digital-beehive/toc/toc2_195/'>Full Page</a>,,<a href='/digital-beehive/num5/num_1343/'>Mystery</a>
num_1343,Volume 2,205,,1006,Mystery,1001-1025,,,<a href='/digital-beehive/num5/num_1388/'>1038 [Mystery]</a>,,<a href='/digital-beehive/index3/index_2628/'>mystery</a>,#item-a137f87a4,,Entry: 1006|Topic: Mystery|Xref: 1038 [Mystery]|Index: mystery|#item-a137f87a4,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0672/372,638,2769,505/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0672/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1587051579733,220510638,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0672/372,638,600,180/250,/0/default.jpg",1006. Mystery,<a href='/digital-beehive/toc/toc2_195/'>Full Page</a>,,<a href='/digital-beehive/num5/num_1342/'>Learn</a>
