pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,also_in_entry
num_2681,Volume 2,350,,1751,Christians,1751-1775,,,<a href='/digital-beehive/num9/num_2972/'>2037 [Nominal Christians]</a>|<a href='/digital-beehive/num9/num_3194/'>2247 [Christian]</a>,,<a href='/digital-beehive/index1/index_0652/'>christians</a>,#item-100e8d10d,,Entry: 1751|Topic: Christians|Xref: 2037 [Nominal Christians]|Xref: 2247 [Christian]|Index: christians|#item-100e8d10d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/945,243,2811,1000/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1678466141591,235010243,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/945,243,600,180/250,/0/default.jpg",1751. Christians,<a href='/digital-beehive/toc/toc2_340/'>Full Page</a>,,
num_2682,Volume 2,350,,1752,Wine,1751-1775,,,,,<a href='/digital-beehive/index5/index_4560/'>wine</a>,#item-5682851a0,,Entry: 1752|Topic: Wine|Index: wine|#item-5682851a0,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/916,1143,2804,443/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1678466211876,235011143,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/916,1143,600,180/250,/0/default.jpg",1752. Wine,<a href='/digital-beehive/toc/toc2_340/'>Full Page</a>,,
num_2683,Volume 2,350,,1753,Sinless Perfection,1751-1775,,,<a href='/digital-beehive/num11/num_3573/'>4877 [Perfection]</a>,,<a href='/digital-beehive/index4/index_2954/'>perfection</a>,#item-b752e38a9,,Entry: 1753|Topic: Sinless Perfection|Xref: 4877 [Perfection]|Index: perfection|#item-b752e38a9,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/856,1579,2865,1064/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1678466344199,235011579,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/856,1579,600,180/250,/0/default.jpg",1753. Sinless Perfection,<a href='/digital-beehive/toc/toc2_340/'>Full Page</a>,,
num_2684,Volume 2,350,,1754,Fit,1751-1775,,,,,<a href='/digital-beehive/index2/index_1468/'>fitness</a>,#item-7a6a366ca,,Entry: 1754|Topic: Fit|Index: fitness|#item-7a6a366ca,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/933,2526,2749,221/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1678466520682,235012526,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/933,2526,600,180/250,/0/default.jpg",1754. Fit,<a href='/digital-beehive/toc/toc2_340/'>Full Page</a>,,
num_2685,Volume 2,350,,1755,To Scare,1751-1775,,,<a href='/digital-beehive/alpha2/alpha_0323/'>Fear</a>|<a href='/digital-beehive/num3/num_0913/'>661 [Perplexity]</a>,,"<a href='/digital-beehive/index5/index_4664/'>to scare, affright, or fright</a>",#item-9443936a5,,"Entry: 1755|Topic: To Scare|Xref: Fear|Xref: 661 [Perplexity]|Index: to scare, affright, or fright|#item-9443936a5","https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/924,2763,2736,353/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1678466638713,235012763,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/924,2763,600,180/250,/0/default.jpg",1755. To Scare,<a href='/digital-beehive/toc/toc2_340/'>Full Page</a>,"The point of reference for ""Perplexity"" is not clear. We have linked to 661 [Perplexity], which is the first relevant entry in the Alvearium.",
num_2686,Volume 2,350,,1756,Persecution,1751-1775,,,<a href='/digital-beehive/num10/num_3231/'>2272 [Persecution]</a>,,<a href='/digital-beehive/index4/index_2966/'>persecution</a>,#item-377d58fa0,,Entry: 1756|Topic: Persecution|Xref: 2272 [Persecution]|Index: persecution|#item-377d58fa0,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/884,2985,2849,1041/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1678466883321,235012985,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/884,2985,600,180/250,/0/default.jpg",1756. Persecution,<a href='/digital-beehive/toc/toc2_340/'>Full Page</a>,,
num_2687,Volume 2,350,,1757,To Oversee,1751-1775,,,<a href='/digital-beehive/alpha2/alpha_0344/'>Forgetfulness</a>|<a href='/digital-beehive/num2/num_0300/'>268 [Omission]</a>,,<a href='/digital-beehive/index5/index_4662/'>to oversee or overslip</a>,#item-3d42ea74d,,Entry: 1757|Topic: To Oversee|Xref: Forgetfulness|Xref: 268 [Omission]|Index: to oversee or overslip|#item-3d42ea74d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/952,3916,2451,308/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1678467114186,235013916,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/952,3916,600,180/250,/0/default.jpg",1757. To Oversee,<a href='/digital-beehive/toc/toc2_340/'>Full Page</a>,"The point of reference for ""Omission"" is not clear. We have linked to 268 [Omission], which is the first relevant entry in the Alvearium. The point of reference for ""Forgetful"" is also not entirely clear. We have linked to the alphabetical entry for ""Forgetfulness.""",<a href='/digital-beehive/num8/num_2688/'>Green</a>
num_2688,Volume 2,350,,1757,Green,1751-1775,,,,,<a href='/digital-beehive/index2/index_1711/'>green</a>,#item-be76ff710,,Entry: 1757|Topic: Green|Index: green|#item-be76ff710,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/894,4105,2834,308/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1678467621793,235014105,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/894,4105,600,180/250,/0/default.jpg",1757. Green,<a href='/digital-beehive/toc/toc2_340/'>Full Page</a>,"The point of reference for ""Colour"" is not clear. It is worth noting that 788 also appears under ""colour"" in the index, but 788 is on a missing page of the Alvearium. 1568 [Colours] is also in the numerical section.",<a href='/digital-beehive/num8/num_2687/'>To Oversee</a>
num_2689,Volume 2,350,,1758,Prince,1751-1775,,,1844 [[PAGE_MISSING]],,<a href='/digital-beehive/index4/index_3158/'>prince</a>,#item-5a3a09ce1,,Entry: 1758|Topic: Prince|Xref: 1844 [[PAGE_MISSING]]|Index: prince|#item-5a3a09ce1,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/933,4366,2784,604/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1678467750231,235014366,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0817/933,4366,600,180/250,/0/default.jpg",1758. Prince,<a href='/digital-beehive/toc/toc2_340/'>Full Page</a>,,
num_2690,Volume 2,351,,1759,ill natur'd man,1751-1775,,,<a href='/digital-beehive/num11/num_3513/'>4817 [Bad man]</a>,,<a href='/digital-beehive/index1/index_0270/'>bad man</a>|<a href='/digital-beehive/index3/index_2405/'>bad & base man</a>,#item-954f37765,,Entry: 1759|Topic: ill natur'd man|Xref: 4817 [Bad man]|Index: bad man|Index: bad & base man|#item-954f37765,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0818/248,269,2937,567/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0818/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1678467991113,235110269,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0818/248,269,600,180/250,/0/default.jpg",1759. ill natur'd man,<a href='/digital-beehive/toc/toc2_341/'>Full Page</a>,,
