pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,also_in_entry
num_2213,Volume 2,304,,1501,English Lawbooks,1501-1525,,,,,<a href='/digital-beehive/index3/index_2224/'>Law books</a>,#item-8aad369c3,,Entry: 1501|Topic: English Lawbooks|Index: Law books|#item-8aad369c3,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/888,273,2454,1150/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1675968084196,230410273,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/888,273,600,180/250,/0/default.jpg",1501. English Lawbooks,<a href='/digital-beehive/toc/toc2_294/'>Full Page</a>,"Despite its unusual appearance, this entry conforms to our protocols for annotation.",<a href='/digital-beehive/num7/num_2214/'>Farrier</a>
num_2214,Volume 2,304,,1501,Farrier,1501-1525,<a href='/digital-beehive/toc/toc1_115/'>p.60 [Image 1.125]</a>|<a href='/digital-beehive/toc/toc1_119/'>p.62.2 [Image 1.130]</a>,,,,[NOT_IN_INDEX],#item-78b24fa3e,,Entry: 1501|Topic: Farrier|Page: p.60 [Image 1.125]|Page: p.62.2 [Image 1.130]|Index: [NOT_IN_INDEX]|#item-78b24fa3e,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/892,1980,2566,243/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1675968518557,230411980,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/892,1980,600,180/250,/0/default.jpg",1501. Farrier,<a href='/digital-beehive/toc/toc2_294/'>Full Page</a>,,<a href='/digital-beehive/num7/num_2213/'>English Lawbooks</a>
num_2215,Volume 2,304,,1502,Spy,1501-1525,<a href='/digital-beehive/toc/toc2_187/'>p.375 [Image 2.197]</a>|<a href='/digital-beehive/toc/toc1_115/'>p.60 [Image 1.125]</a>,,825 [[PAGE_MISSING]],,<a href='/digital-beehive/index4/index_3839/'>spie</a>,#item-38a545400,,Entry: 1502|Topic: Spy|Xref: 825 [[PAGE_MISSING]]|Page: p.375 [Image 2.197]|Page: p.60 [Image 1.125]|Index: spie|#item-38a545400,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/924,2401,2721,396/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1675972780622,230412401,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/924,2401,600,180/250,/0/default.jpg",1502. Spy,<a href='/digital-beehive/toc/toc2_294/'>Full Page</a>,,<a href='/digital-beehive/num7/num_2216/'>Vandals</a>|<a href='/digital-beehive/num7/num_2217/'>Ireland</a>
num_2216,Volume 2,304,,1502,Vandals,1501-1525,<a href='/digital-beehive/toc/toc2_189/'>p.377 [Image 2.199]</a>,,,,<a href='/digital-beehive/index5/index_4294/'>Vandals</a>,#item-c6f815ad0,,Entry: 1502|Topic: Vandals|Page: p.377 [Image 2.199]|Index: Vandals|#item-c6f815ad0,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/947,2632,2551,257/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1675973082583,230412632,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/947,2632,600,180/250,/0/default.jpg",1502. Vandals,<a href='/digital-beehive/toc/toc2_294/'>Full Page</a>,,<a href='/digital-beehive/num7/num_2215/'>Spy</a>|<a href='/digital-beehive/num7/num_2217/'>Ireland</a>
num_2217,Volume 2,304,,1502,Ireland,1501-1525,<a href='/digital-beehive/toc/toc2_187/'>p.375 [Image 2.197]</a>|<a href='/digital-beehive/toc/toc1_109/'>p.57 [Image 1.119]</a>|<a href='/digital-beehive/toc/toc1_111/'>p.58.2 [Image 1.122]</a>,,,,<a href='/digital-beehive/index3/index_2115/'>Ireland</a>,#item-e7e5399c2,,Entry: 1502|Topic: Ireland|Page: p.375 [Image 2.197]|Page: p.57 [Image 1.119]|Page: p.58.2 [Image 1.122]|Index: Ireland|#item-e7e5399c2,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/917,2913,2726,500/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1675973821475,230412913,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/917,2913,600,180/250,/0/default.jpg",1502. Ireland,<a href='/digital-beehive/toc/toc2_294/'>Full Page</a>,,<a href='/digital-beehive/num7/num_2215/'>Spy</a>|<a href='/digital-beehive/num7/num_2216/'>Vandals</a>
num_2218,Volume 2,304,,1503,"Histories of England, Scotland, &c.",1501-1525,<a href='/digital-beehive/toc/toc2_187/'>p.375 [Image 2.197]</a>|<a href='/digital-beehive/toc/toc2_188/'>p.376 [Image 2.198]</a>|<a href='/digital-beehive/toc/toc2_189/'>p.377 [Image 2.199]</a>|<a href='/digital-beehive/toc/toc1_107/'>p.56.2 [Image 1.118]</a>|<a href='/digital-beehive/toc/toc1_115/'>p.60.2 [Image 1.126]</a>,,,,<a href='/digital-beehive/index2/index_1256/'>English histories</a>,#item-6112aa393,,"Entry: 1503|Topic: Histories of England, Scotland, &c.|Page: p.375 [Image 2.197]|Page: p.376 [Image 2.198]|Page: p.377 [Image 2.199]|Page: p.56.2 [Image 1.118]|Page: p.60.2 [Image 1.126]|Index: English histories|#item-6112aa393","https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/885,3296,2766,215/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1675974636694,230413296,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/885,3296,600,180/250,/0/default.jpg","1503. Histories of England, Scotland, &c.",<a href='/digital-beehive/toc/toc2_294/'>Full Page</a>,,<a href='/digital-beehive/num7/num_2219/'>Catholick</a>
num_2219,Volume 2,304,,1503,Catholick,1501-1525,<a href='/digital-beehive/toc/toc2_189/'>p.377 [Image 2.199]</a>,,,,[NOT_IN_INDEX],#item-9124097cf,,Entry: 1503|Topic: Catholick|Page: p.377 [Image 2.199]|Index: [NOT_IN_INDEX]|#item-9124097cf,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/932,3664,2689,345/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1675974946075,230413664,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/932,3664,600,180/250,/0/default.jpg",1503. Catholick,<a href='/digital-beehive/toc/toc2_294/'>Full Page</a>,,"<a href='/digital-beehive/num7/num_2218/'>Histories of England, Scotland, &c.</a>"
num_2220,Volume 2,304,,1504,Murder,1501-1525,<a href='/digital-beehive/toc/toc2_189/'>p.377 [Image 2.199]</a>,,,,<a href='/digital-beehive/index3/index_2616/'>murder</a>,#item-bc436b724,,Entry: 1504|Topic: Murder|Page: p.377 [Image 2.199]|Index: murder|#item-bc436b724,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/936,4158,2715,467/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1675975167812,230414158,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0771/936,4158,600,180/250,/0/default.jpg",1504. Murder,<a href='/digital-beehive/toc/toc2_294/'>Full Page</a>,,
num_2221,Volume 2,305,,1505,Cross,1501-1525,<a href='/digital-beehive/toc/toc2_189/'>p.377 [Image 2.199]</a>|<a href='/digital-beehive/toc/toc1_109/'>p.57.2 [Image 1.120]</a>,,,,<a href='/digital-beehive/index1/index_0913/'>cross</a>,#item-b15c000a9,,Entry: 1505|Topic: Cross|Page: p.377 [Image 2.199]|Page: p.57.2 [Image 1.120]|Index: cross|#item-b15c000a9,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0772/509,294,2681,225/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0772/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1675975529249,230510294,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0772/509,294,600,180/250,/0/default.jpg",1505. Cross,<a href='/digital-beehive/toc/toc2_295/'>Full Page</a>,,<a href='/digital-beehive/num7/num_2222/'>Conspiracy</a>|<a href='/digital-beehive/num7/num_2223/'>Popish plots</a>
num_2222,Volume 2,305,,1505,Conspiracy,1501-1525,,,<a href='/digital-beehive/num6/num_1978/'>1384 [Alliance]</a>,,<a href='/digital-beehive/index1/index_0811/'>conspiracy</a>,#item-3d6e490e0,,Entry: 1505|Topic: Conspiracy|Xref: 1384 [Alliance]|Index: conspiracy|#item-3d6e490e0,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0772/509,596,2646,225/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0772/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1675975815576,230510596,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0772/509,596,600,180/250,/0/default.jpg",1505. Conspiracy,<a href='/digital-beehive/toc/toc2_295/'>Full Page</a>,"There is no line separating this entry from the following entry, 1505 [Popish plots]. These are related entries.",<a href='/digital-beehive/num7/num_2221/'>Cross</a>|<a href='/digital-beehive/num7/num_2223/'>Popish plots</a>
