pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,also_in_entry
num_1734,Volume 2,254,,1251,Physicians,1251-1275,<a href='/digital-beehive/toc/toc2_191/'>p.379 [Image 2.201]</a>,,<a href='/digital-beehive/num7/num_2484/'>1634 [Physician]</a>,,<a href='/digital-beehive/index4/index_2993/'>physician</a>,#item-7c436b096,,Entry: 1251|Topic: Physicians|Xref: 1634 [Physician]|Page: p.379 [Image 2.201]|Index: physician|#item-7c436b096,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/858,231,2875,960/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1672784855401,225410231,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/858,231,600,180/250,/0/default.jpg",1251. Physicians,<a href='/digital-beehive/toc/toc2_244/'>Full Page</a>,,
num_1735,Volume 2,254,,1252,Gainful,1251-1275,,,,,<a href='/digital-beehive/index3/index_2360/'>lucre</a>,#item-271b2cddb,,Entry: 1252|Topic: Gainful|Index: lucre|#item-271b2cddb,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/899,1058,2793,482/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1672785032765,225411058,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/899,1058,600,180/250,/0/default.jpg",1252. Gainful,<a href='/digital-beehive/toc/toc2_244/'>Full Page</a>,,<a href='/digital-beehive/num6/num_1736/'>lying News</a>
num_1736,Volume 2,254,,1252,lying News,1251-1275,<a href='/digital-beehive/toc/toc2_189/'>p.377 [Image 2.199]</a>|p.245 [Image 1.396],,<a href='/digital-beehive/num6/num_2030/'>1408 [News]</a>,,<a href='/digital-beehive/index3/index_2702/'>news</a>,#item-5f4ca81a2,,Entry: 1252|Topic: lying News|Xref: 1408 [News]|Page: p.377 [Image 2.199]|Page: p.245 [Image 1.396]|Index: news|#item-5f4ca81a2,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/825,1494,2921,650/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1672785823632,225411494,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/825,1494,600,180/250,/0/default.jpg",1252. lying News,<a href='/digital-beehive/toc/toc2_244/'>Full Page</a>,An arrow points from 1253 [bad News] toward the final line of this entry.,<a href='/digital-beehive/num6/num_1735/'>Gainful</a>
num_1737,Volume 2,254,,1253,Truth,1251-1275,<a href='/digital-beehive/toc/toc1_107/'>p.56.2 [Image 1.118]</a>|<a href='/digital-beehive/toc/toc1_109/'>p.57.2 [Image 1.120]</a>,,<a href='/digital-beehive/num9/num_3165/'>2221 [Truth]</a>,,<a href='/digital-beehive/index5/index_4256/'>truth</a>,#item-4f846a598,,Entry: 1253|Topic: Truth|Xref: 2221 [Truth]|Page: p.56.2 [Image 1.118]|Page: p.57.2 [Image 1.120]|Index: truth|#item-4f846a598,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/836,2050,2851,603/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1672786156413,225412050,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/836,2050,600,180/250,/0/default.jpg",1253. Truth,<a href='/digital-beehive/toc/toc2_244/'>Full Page</a>,,<a href='/digital-beehive/num6/num_1738/'>bad News</a>
num_1738,Volume 2,254,,1253,bad News,1251-1275,,,<a href='/digital-beehive/num6/num_1850/'>1320 [Unacceptable]</a>,,[NOT_IN_INDEX],#item-5ab08024c,,Entry: 1253|Topic : bad News|Xref: 1320 [Unacceptable]|Index: [NOT_IN_INDEX]|#item-5ab08024c,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/911,2551,2754,485/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1672787297532,225412551,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/911,2551,600,180/250,/0/default.jpg",1253. bad News,<a href='/digital-beehive/toc/toc2_244/'>Full Page</a>,"The point of reference for ""Unacceptable"" is not clear. We have linked to 1320 [Unacceptable], which is the only extant appearance of ""Unacceptable"" in the Alvearium. Also, an arrow points from this entry to the final line of 1252 [bad News].",<a href='/digital-beehive/num6/num_1737/'>Truth</a>
num_1739,Volume 2,254,,1254,Laughter,1251-1275,,,4557 [[PAGE_MISSING]],,<a href='/digital-beehive/index3/index_2221/'>laughter</a>,#item-d24cabf1a,,Entry: 1254|Topic: Laughter|Xref: 4557 [[PAGE_MISSING]]|Index: laughter|#item-d24cabf1a,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/918,2904,2807,673/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1672789064543,225412904,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/918,2904,600,180/250,/0/default.jpg",1254. Laughter,<a href='/digital-beehive/toc/toc2_244/'>Full Page</a>,,<a href='/digital-beehive/num6/num_1740/'>Scepticism</a>
num_1740,Volume 2,254,,1254,Scepticism,1251-1275,<a href='/digital-beehive/toc/toc2_190/'>p.378 [Image 2.200]</a>,,,,<a href='/digital-beehive/index3/index_2010/'>incredulous</a>|<a href='/digital-beehive/index4/index_3544/'>scepticism</a>,#item-d99fcd701,,Entry: 1254|Topic: Scepticism|Page: p.378 [Image 2.200]|Index: incredulous|Index: scepticism|#item-d99fcd701,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/869,3478,2812,403/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1672789319528,225413478,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/869,3478,600,180/250,/0/default.jpg",1254. Scepticism,<a href='/digital-beehive/toc/toc2_244/'>Full Page</a>,,<a href='/digital-beehive/num6/num_1739/'>Laughter</a>
num_1741,Volume 2,254,,1255,Too Late,1251-1275,,,,,<a href='/digital-beehive/index5/index_4178/'>too late</a>,#item-7331c0853,,Entry: 1255|Topic: Too Late|Index: too late|#item-7331c0853,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/911,3913,2753,378/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1672789472619,225413913,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/911,3913,600,180/250,/0/default.jpg",1255. Too Late,<a href='/digital-beehive/toc/toc2_244/'>Full Page</a>,,<a href='/digital-beehive/num6/num_1742/'>To grow young again</a>
num_1742,Volume 2,254,,1255,To grow young again,1251-1275,,,<a href='/digital-beehive/num9/num_3092/'>2150 [To grow young again]</a>,,<a href='/digital-beehive/index4/index_3345/'>rejuvenescency</a>|<a href='/digital-beehive/index5/index_4651/'>to grow young</a>,#item-8446788f0,,Entry: 1255|Topic: To grow young again|Xref: 2150 [To grow young again]|Index: rejuvenescency|Index: to grow young|#item-8446788f0,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/871,4466,2811,511/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1672790290148,225414466,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0721/871,4466,600,180/250,/0/default.jpg",1255. To grow young again,<a href='/digital-beehive/toc/toc2_244/'>Full Page</a>,,<a href='/digital-beehive/num6/num_1741/'>Too Late</a>
num_1743,Volume 2,255,,1256,World,1251-1275,,,<a href='/digital-beehive/num8/num_2756/'>1822 [World]</a>,,<a href='/digital-beehive/index5/index_4617/'>world</a>,#item-9054ad916,,Entry: 1256|Topic: World|Xref: 1822 [World]|Index: world|#item-9054ad916,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0722/388,249,2883,1005/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0722/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1673409964288,225510249,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0722/388,249,600,180/250,/0/default.jpg",1256. World,<a href='/digital-beehive/toc/toc2_245/'>Full Page</a>,,
