pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,insertion_xref
index_1136,Volume 3,17,dove,<a href='/digital-beehive/num3/num_0762/'>588 [Dove]</a>,,D,<a href='/digital-beehive/toc/toc1_085/'>p.35 [Image 1.95]</a>,,,,,#item-bdc15c94b,,Head: dove|Page: p.35 [Image 1.95]|Entry: 588 [Dove]|#item-bdc15c94b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1440,869,595,155/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560367832995,301730869,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1440,869,595,155/150,/0/default.jpg",dove,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1137,Volume 3,17,dowry,<a href='/digital-beehive/num3/num_0688/'>544 [[WORD_ILLEGIBLE]]</a>,,D,,,,,,#item-6cd7e1ea9,,Head: dowry|Entry: 544 [[WORD_ILLEGIBLE]]|#item-6cd7e1ea9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1435,986,504,134/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560367910631,301730986,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1435,986,504,134/150,/0/default.jpg",dowry,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1138,Volume 3,17,dragon,<a href='/digital-beehive/num7/num_2438/'>1613 [Dragons]</a>,,D,<a href='/digital-beehive/toc/toc1_087/'>p.37 [Image 1.97]</a>,,,,,#item-860264de9,,Head: dragon|Page: p.37 [Image 1.97]|Entry: 1613 [Dragons]|#item-860264de9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1447,1127,660,176/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560451358813,301731127,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1447,1127,660,176/150,/0/default.jpg",dragon,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1139,Volume 3,17,Fr. Drake,<a href='/digital-beehive/num2/num_0416/'>353 [Francis Drake]</a>,,D,,,,,,#item-842671de4,,Head: Fr. Drake|Entry: 353 [Francis Drake]|#item-842671de4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1507,1254,484,119/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560451430817,301731254,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1507,1254,484,119/150,/0/default.jpg",Fr. Drake,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1140,Volume 3,17,draught,<a href='/digital-beehive/num3/num_0858/'>633 [essay]</a>,,D,,,,,,#item-681a7187e,,Head: draught|Entry: 633 [essay]|#item-681a7187e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1508,1336,418,110/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560451571219,301731336,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1508,1336,418,110/150,/0/default.jpg",draught,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1141,Volume 3,17,Drawing in picture,4523 [PAGE_MISSING],,D,,,,,,#item-548596353,,Head: Drawing in picture|Entry: 4523 [PAGE_MISSING]|#item-548596353,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1571,1379,680,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560451649740,301731379,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1571,1379,680,138/150,/0/default.jpg",Drawing in picture,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1142,Volume 3,17,to draw,<a href='/digital-beehive/num3/num_0877/'>642 [To Draw]</a>,,D,,,,,,#item-581a4da1c,,Head: to draw|Entry: 642 [To Draw]|#item-581a4da1c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1519,1421,462,123/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560451715736,301731421,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1519,1421,462,123/150,/0/default.jpg",to draw,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1143,Volume 3,17,Drawings of God,<a href='/digital-beehive/num3/num_0877/'>642 [To Draw]</a>,,D,,,,,,#item-ac20a3838,,Head: Drawings of God|Entry: 642 [To Draw]|#item-ac20a3838,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1441,1492,739,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560451762852,301731492,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1441,1492,739,102/150,/0/default.jpg",Drawings of God,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1144,Volume 3,17,Drawing near to God,<a href='/digital-beehive/num10/num_3367/'>2394 [Coming to God]</a>,,D,,,,,,#item-07c81762e,,Head: Drawing near to God|Entry: 2394 [Coming to God]|#item-07c81762e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1532,1533,641,80/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560451874199,301731533,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1532,1533,641,80/150,/0/default.jpg",Drawing near to God,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1145,Volume 3,17,dream,<a href='/digital-beehive/num6/num_1957/'>1374 [Dream]</a>|<a href='/digital-beehive/num7/num_2286/'>1535 [Dream]</a>|<a href='/digital-beehive/num9/num_2980/'>2045 [Dreams]</a>,,D,,,,,,#item-33a1a7c9a,,Head: dream|Entry: 1374 [Dream]|Entry: 1535 [Dream]|Entry: 2045 [Dreams]|#item-33a1a7c9a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1416,1566,826,94/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560452079462,301731566,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1416,1566,826,94/150,/0/default.jpg",dream,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1146,Volume 3,17,dregs,853 [PAGE_MISSING],,D,,,,,,#item-d42d04b19,,Head: dregs|Entry: 853 [PAGE_MISSING]|#item-d42d04b19,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1456,1665,465,152/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560452115739,301731665,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1456,1665,465,152/150,/0/default.jpg",dregs,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1147,Volume 3,17,dress,<a href='/digital-beehive/num1/num_0204/'>195 [Ornament]</a>,,D,,,,,,#item-76fab5bc5,,Head: dress|Entry: 195 [Ornament]|#item-76fab5bc5,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1454,1765,391,153/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560452232666,301731765,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1454,1765,391,153/150,/0/default.jpg",dress,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1148,Volume 3,17,drieness,<a href='/digital-beehive/alpha1/alpha_0265/'>a</a>|<a href='/digital-beehive/num7/num_2265/'>1526 [Drought or Driness]</a>,,D,,,,,,#item-f50fae2da,,Head: drieness|Entry: a|Entry: 1526 [Drought or Driness]|#item-f50fae2da,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1496,1928,575,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560452325141,301731928,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1496,1928,575,132/150,/0/default.jpg",drieness,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1149,Volume 3,17,to drieshave,<a href='/digital-beehive/num3/num_1048/'>714 [to rid one of his money]</a>,,D,,,,,,#item-32157ee40,,Head: to drieshave|Entry: 714 [to rid one of his money]|#item-32157ee40,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1507,2011,600,126/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560452565433,301732011,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1507,2011,600,126/150,/0/default.jpg",to drieshave,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1150,Volume 3,17,drift,<a href='/digital-beehive/num3/num_1037/'>711 [Drift]</a>,,D,,,,,,#item-3eb36df88,,Head: drift|Entry: 711 [Drift]|#item-3eb36df88,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1497,2148,334,129/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560452605939,301732148,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1497,2148,334,129/150,/0/default.jpg",drift,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1151,Volume 3,17,drink,<a href='/digital-beehive/alpha1/alpha_0266/'>a</a>|775 [PAGE_MISSING],,D,,,,,,#item-1b96031ab,,Head: drink|Entry: a|Entry: 775 [PAGE_MISSING]|#item-1b96031ab,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1547,2270,468,133/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560452644205,301732270,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1547,2270,468,133/150,/0/default.jpg",drink,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1152,Volume 3,17,drink artificial,<a href='/digital-beehive/num3/num_0766/'>590 [artificial Wines]</a>,,D,,<a href='/digital-beehive/index2/index_1777/'>health</a>,,,,#item-882827ccb,,Head: drink artificial|Entry: 590 [artificial Wines]|Add: health|#item-882827ccb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1460,2379,605,159/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560452754384,301732379,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1460,2379,605,159/150,/0/default.jpg",drink artificial,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1153,Volume 3,17,to drive away,<a href='/digital-beehive/num5/num_1676/'>1223 [To Chase]</a>,,D,,,,,,#item-5d79dc938,,Head: to drive away|Entry: 1223 [To Chase]|#item-5d79dc938,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1511,2537,563,152/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560452870632,301732537,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1511,2537,563,152/150,/0/default.jpg",to drive away,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1154,Volume 3,17,dromedary,<a href='/digital-beehive/num4/num_1154/'>892 [Horse]</a>,,D,,,,,,#item-485d9714c,,Head: dromedary|Entry: 892 [Horse]|#item-485d9714c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1433,2626,587,120/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560452971659,301732626,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1433,2626,587,120/150,/0/default.jpg",dromedary,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1155,Volume 3,17,drop,<a href='/digital-beehive/num3/num_0998/'>694 [a Drop]</a>,,D,,,,,,#item-041a86045,,Head: drop|Entry: 694 [a Drop]|#item-041a86045,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1456,2677,364,124/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560453024692,301732677,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1456,2677,364,124/150,/0/default.jpg",drop,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1156,Volume 3,17,dropsie,<a href='/digital-beehive/num3/num_0773/'>594 [Dropsie]</a>,,D,,,,,,#item-7303167f5,,Head: dropsie|Entry: 594 [Dropsie]|#item-7303167f5,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1428,2792,506,145/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560453084473,301732792,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1428,2792,506,145/150,/0/default.jpg",dropsie,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1157,Volume 3,17,dross,,,D,,,,<a href='/digital-beehive/index1/index_1059/'>dirt</a>,,#item-b995b4b56,,Head: dross|See: dirt|#item-b995b4b56,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1450,2920,521,156/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560453108811,301732920,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1450,2920,521,156/150,/0/default.jpg",dross,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1158,Volume 3,17,drowning,<a href='/digital-beehive/num3/num_0969/'>684 [Drowning]</a>|<a href='/digital-beehive/num11/num_3553/'>4857 [Drowning]</a>,,D,,,,,,#item-a897b66b0,,Head: drowning|Entry: 684 [Drowning]|Entry: 4857 [Drowning]|#item-a897b66b0,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1434,3062,721,149/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560453246737,301733062,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1434,3062,721,149/150,/0/default.jpg",drowning,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1159,Volume 3,17,drowsiness,<a href='/digital-beehive/num2/num_0329/'>292 [Drowsiness]</a>,,D,,,,,,#item-38369470f,,Head: drowsiness|Entry: 292 [Drowsiness]|#item-38369470f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1452,3161,586,173/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560453319638,301733161,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1452,3161,586,173/150,/0/default.jpg",drowsiness,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1160,Volume 3,17,drugs,<a href='/digital-beehive/num3/num_0828/'>617 [Druggs]</a>,,D,,,,,,#item-ce435739c,,Head: drugs|Entry: 617 [Druggs]|#item-ce435739c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1464,3288,417,194/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560453424656,301733288,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1464,3288,417,194/150,/0/default.jpg",drugs,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1161,Volume 3,17,drum,<a href='/digital-beehive/num2/num_0600/'>479 [Drum]</a>|4732 [PAGE_MISSING],,D,,,,,,#item-c096f98cb,,Head: drum|Entry: 479 [Drum]|Entry: 4732 [PAGE_MISSING]|#item-c096f98cb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1440,3434,606,127/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560453493196,301733434,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1440,3434,606,127/150,/0/default.jpg",drum,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1162,Volume 3,17,drunken[n]ess,<a href='/digital-beehive/alpha1/alpha_0267/'>a</a>|<a href='/digital-beehive/num2/num_0597/'>477 [Drunken[n]ess]</a>|<a href='/digital-beehive/num5/num_1445/'>1072 [Drunken[n]ess]</a>|<a href='/digital-beehive/num9/num_3024/'>2087 [Drunckenness]</a>,,D,,,,,,#item-612eee268,,Head: drunken[n]ess|Entry: a|Entry: 477 [Drunken[n]ess]|Entry: 1072 [Drunken[n]ess]|Entry: 2087 [Drunckenness]|#item-612eee268,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1395,3543,790,158/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560453671879,301733543,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0960/1395,3543,790,158/150,/0/default.jpg",drunken[n]ess,<a href='/digital-beehive/toc/toc3_17/'>Full Page</a>,,
index_1163,Volume 3,18,duck,<a href='/digital-beehive/alpha1/alpha_0268/'>a</a>,,D,,,,,,#item-17acbd83d,,Head: duck|Entry: a|#item-17acbd83d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/441,207,323,144/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559662892888,301810207,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/441,207,323,144/150,/0/default.jpg",duck,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1164,Volume 3,18,due,,,D,,,,becoming|worthy,,#item-41428d74d,,Head: due|See: becoming|See: worthy|#item-41428d74d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/410,314,747,165/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559662992500,301810314,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/410,314,747,165/150,/0/default.jpg",due,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,"The intended point of reference for ""becoming"" is unclear.|The intended point of reference for ""worthy"" is unclear.",
index_1165,Volume 3,18,duel,<a href='/digital-beehive/alpha1/alpha_0269/'>a</a>|<a href='/digital-beehive/num6/num_1861/'>1325 [Duel]</a>,,D,,,,,,#item-c0b42a716,,Head: duel|Entry: a|Entry: 1325 [Duel]|#item-c0b42a716,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/449,441,423,106/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559663306716,301810441,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/449,441,423,106/150,/0/default.jpg",duel,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1166,Volume 3,18,[:10.],,,D,,,,,,#item-ab49125f3,Type: Index|Insertion Xref: [:10.]|#item-ab49125f3,Type: Index|Insertion Xref: [:10.]|#item-ab49125f3,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1016,484,188,109/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560450214690,301810484,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1016,484,188,109/150,/0/default.jpg",[:10.],<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,<a href='/digital-beehive/index5/index_4673/'>Duke</a>
index_1167,Volume 3,18,dull,,,D,,,,<a href='/digital-beehive/index1/index_0392/'>blockhead</a>|<a href='/digital-beehive/index1/index_0399/'>blunt</a>|<a href='/digital-beehive/index1/index_1159/'>drowzy</a>|<a href='/digital-beehive/index4/index_3950/'>stupidity</a>,,#item-b573e3196,,Head: dull|See: blockhead|See: blunt|See: drowzy|See: stupidity|#item-b573e3196,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/411,539,747,204/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559663479679,301810539,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/411,539,747,204/150,/0/default.jpg",dull,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1168,Volume 3,18,dumb,<a href='/digital-beehive/num3/num_0698/'>551 [[WORD_ILLEGIBLE]]</a>,,D,,,,,,#item-2f87f3e94,,Head: dumb|Entry: 551 [[WORD_ILLEGIBLE]]|#item-2f87f3e94,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/440,689,291,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559663633382,301810689,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/440,689,291,114/150,/0/default.jpg",dumb,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1169,Volume 3,18,dung. dunghil,<a href='/digital-beehive/alpha1/alpha_0270/'>a</a>,,D,,,,,,#item-645c35fd4,,Head: dung. dunghil|Entry: a|#item-645c35fd4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/445,791,492,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559663765430,301810791,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/445,791,492,143/150,/0/default.jpg",dung. dunghil,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1170,Volume 3,18,durable,<a href='/digital-beehive/num9/num_2937/'>2002 [Lasting]</a>,,D,,,,,,#item-5c4475cca,,Head: durable|Entry: 2002 [Lasting]|#item-5c4475cca,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/431,886,519,81/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559663879808,301810886,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/431,886,519,81/150,/0/default.jpg",durable,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1171,Volume 3,18,dust,,,D,,,,<a href='/digital-beehive/index2/index_1187/'>earth</a>,,#item-815d91783,,Head: dust|See: earth|#item-815d91783,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/419,923,425,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559663929313,301810923,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/419,923,425,114/150,/0/default.jpg",dust,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1172,Volume 3,18,dusk,<a href='/digital-beehive/num7/num_2486/'>1635 [Transparent]</a>,,D,,,,,,#item-43b2c68e4,,Head: dusk|Entry: 1635 [Transparent]|#item-43b2c68e4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/432,997,352,76/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559664214708,301810997,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/432,997,352,76/150,/0/default.jpg",dusk,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1173,Volume 3,18,duty,<a href='/digital-beehive/num5/num_1697/'>1232 [Do what thou oughtst]</a>|<a href='/digital-beehive/num6/num_1935/'>1362 [Duties of Believers]</a>,,D,,,,<a href='/digital-beehive/index4/index_2774/'>office</a>,,#item-009a6f1d2,,Head: duty|See: office|Entry: 1232 [Do what thou oughtst]|Entry: 1362 [Duties of Believers]|#item-009a6f1d2,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/448,1047,729,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559664612548,301811047,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/448,1047,729,116/150,/0/default.jpg",duty,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1174,Volume 3,18,"duty towards God, parents","<a href='/digital-beehive/num6/num_2100/'>1439 [Duty towards God : Parents : Superiours, Equals & Inferiours]</a>",,D,,,,,,#item-07854218b,,"Head: duty towards God, parents|Entry: 1439 [Duty towards God : Parents : Superiours, Equals & Inferiours]|#item-07854218b","https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/428,1145,803,120/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559664796083,301811145,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/428,1145,803,120/150,/0/default.jpg","duty towards God, parents",<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1175,Volume 3,18,family duties,<a href='/digital-beehive/num4/num_1135/'>885 [Family Duties]</a>,,D,,,,,,#item-460b41f97,,Head: family duties|Entry: 885 [Family Duties]|#item-460b41f97,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/412,1211,579,100/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560450346568,301811211,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/412,1211,579,100/150,/0/default.jpg",family duties,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
