pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,also_in_entry
num_3199,Volume 2,404,,2251,Unfit,2251-2275,,,,,<a href='/digital-beehive/index5/index_4378/'>unfit</a>,#item-c7bcd02a4,,Entry: 2251|Topic: Unfit|Index: unfit|#item-c7bcd02a4,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/861,255,2806,187/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680021975002,240410255,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/861,255,600,180/250,/0/default.jpg",2251. Unfit,<a href='/digital-beehive/toc/toc2_394/'>Full Page</a>,,<a href='/digital-beehive/num10/num_3200/'>Unmerciful</a>
num_3200,Volume 2,404,,2251,Unmerciful,2251-2275,,,,,<a href='/digital-beehive/index5/index_4405/'>unmerciful</a>,#item-4c7f20376,,Entry: 2251|Topic: Unmerciful|Index: unmerciful|#item-4c7f20376,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/874,644,2739,252/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680022017280,240410644,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/874,644,600,180/250,/0/default.jpg",2251. Unmerciful,<a href='/digital-beehive/toc/toc2_394/'>Full Page</a>,,<a href='/digital-beehive/num10/num_3199/'>Unfit</a>
num_3201,Volume 2,404,,2252,Quakers,2251-2275,,,<a href='/digital-beehive/num2/num_0452/'>373 [Heterodox]</a>|<a href='/digital-beehive/num10/num_3409/'>2433 [Quakers]</a>,,<a href='/digital-beehive/index4/index_3246/'>Quakers</a>,#item-4c6caa4b6,,Entry: 2252|Topic: Quakers|Xref: 373 [Heterodox]|Xref: 2433 [Quakers]|Index: Quakers|#item-4c6caa4b6,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/814,1138,2871,989/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680022279278,240411138,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/814,1138,600,180/250,/0/default.jpg",2252. Quakers,<a href='/digital-beehive/toc/toc2_394/'>Full Page</a>,,
num_3202,Volume 2,404,,2253,Devil,2251-2275,,,,,<a href='/digital-beehive/index1/index_1033/'>devil</a>,#item-b40667886,,Entry: 2253|Topic: Devil|Index: devil|#item-b40667886,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/830,2026,2794,871/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680022807132,240412026,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/830,2026,600,180/250,/0/default.jpg",2253. Devil,<a href='/digital-beehive/toc/toc2_394/'>Full Page</a>,,
num_3203,Volume 2,404,,2254,Peace,2251-2275,,,,,<a href='/digital-beehive/index4/index_2930/'>peace</a>,#item-7a864e368,,Entry: 2254|Topic: Peace|Index: peace|#item-7a864e368,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/834,3001,2815,334/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680022844545,240413001,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/834,3001,600,180/250,/0/default.jpg",2254. Peace,<a href='/digital-beehive/toc/toc2_394/'>Full Page</a>,,
num_3204,Volume 2,404,,2255,Woman,2251-2275,,,<a href='/digital-beehive/alpha1/alpha_0190/'>to Court or to Wooe</a>,,<a href='/digital-beehive/index5/index_4587/'>woman</a>,#item-c3fd26c56,,Entry: 2255|Topic: Woman|Xref: to Court or to Wooe|Index: woman|#item-c3fd26c56,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/837,3835,2825,780/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680023178871,240413835,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0871/837,3835,600,180/250,/0/default.jpg",2255. Woman,<a href='/digital-beehive/toc/toc2_394/'>Full Page</a>,"The point of reference for ""Courting"" is not entirely clear. We have linked to the alphabetical entry for ""To Court.""",
num_3205,Volume 2,405,,2256,Fellow Sufferer,2251-2275,,,,,<a href='/digital-beehive/index2/index_1428/'>fellow sufferer</a>,#item-41a1ee3ba,,Entry: 2256|Topic: Fellow Sufferer|Index: fellow sufferer|#item-41a1ee3ba,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/365,302,2834,198/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680023320608,240510302,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/365,302,600,180/250,/0/default.jpg",2256. Fellow Sufferer,<a href='/digital-beehive/toc/toc2_395/'>Full Page</a>,,<a href='/digital-beehive/num10/num_3206/'>Pr[ae]fiscine</a>
num_3206,Volume 2,405,,2256,Pr[ae]fiscine,2251-2275,,,,,<a href='/digital-beehive/index4/index_3104/'>pr[ae]fiscine</a>,#item-449269824,,Entry: 2256|Topic: Pr[ae]fiscine|Index: pr[ae]fiscine|#item-449269824,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/399,638,2300,209/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680023373746,240510638,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/399,638,600,180/250,/0/default.jpg",2256. Pr[ae]fiscine,<a href='/digital-beehive/toc/toc2_395/'>Full Page</a>,,<a href='/digital-beehive/num10/num_3205/'>Fellow Sufferer</a>
num_3207,Volume 2,405,,2257,Fishery,2251-2275,,,<a href='/digital-beehive/num8/num_2770/'>1834 [Self-knowledge]</a>,,<a href='/digital-beehive/index2/index_1464/'>fishery</a>,#item-c7d74c41b,,Entry: 2257|Topic: Fishery|Xref: 1834 [Self-knowledge]|Index: fishery|#item-c7d74c41b,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/373,1039,2827,630/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680023540394,240511039,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/373,1039,600,180/250,/0/default.jpg",2257. Fishery,<a href='/digital-beehive/toc/toc2_395/'>Full Page</a>,The purpose of the cross-reference to 1834 [Self-knowledge] is not clear.,<a href='/digital-beehive/num10/num_3208/'>Quotation</a>
num_3208,Volume 2,405,,2257,Quotation,2251-2275,,,,,<a href='/digital-beehive/index4/index_3273/'>quotations</a>,#item-0d85e7864,,Entry: 2257|Topic: Quotation|Index: quotations|#item-0d85e7864,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/395,1509,2819,448/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680023703485,240511509,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/395,1509,600,180/250,/0/default.jpg",2257. Quotation,<a href='/digital-beehive/toc/toc2_395/'>Full Page</a>,,<a href='/digital-beehive/num10/num_3207/'>Fishery</a>
num_3209,Volume 2,405,,2258,Musick,2251-2275,,,,,<a href='/digital-beehive/index3/index_2621/'>musick</a>,#item-47b46ec46,,Entry: 2258|Topic: Musick|Index: musick|#item-47b46ec46,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/405,1964,2762,833/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680023892391,240511964,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0872/405,1964,600,180/250,/0/default.jpg",2258. Musick,<a href='/digital-beehive/toc/toc2_395/'>Full Page</a>,,
